# filename; lat; lon; alt; yawl; pitch; roll; x; y; z
20200707_093713_907_0667.jpg; 81.652548; 4.600783; 93.813; 47.863; 5.783; -5.706; 4.630423; 81.658254; 93.813
20200707_093717_907_0668.jpg; 81.652802; 4.603082; 93.868; 42.075; 7.988; -2.362; 4.632767; 81.658517; 93.868
20200707_093721_907_0669.jpg; 81.653051; 4.604788; 93.515; 40.023; 7.404; 1.239; 4.634519; 81.658774; 93.515
20200707_093725_907_0670.jpg; 81.653245; 4.606370; 94.781; 37.997; 7.654; -0.227; 4.636146; 81.658976; 94.781
20200707_093729_907_0671.jpg; 81.653414; 4.607795; 93.060; 41.705; 4.912; -1.608; 4.637616; 81.659155; 93.060
20200707_093733_907_0672.jpg; 81.653599; 4.609162; 90.203; 39.438; 6.628; -0.010; 4.639029; 81.659348; 90.203
20200707_093737_907_0673.jpg; 81.653762; 4.610440; 89.626; 41.449; 6.995; -0.376; 4.640351; 81.659519; 89.626
20200707_093741_907_0674.jpg; 81.653884; 4.611593; 88.049; 42.243; 8.939; -0.084; 4.641549; 81.659650; 88.049
20200707_093745_907_0675.jpg; 81.653951; 4.612496; 88.859; 45.739; 7.969; -1.755; 4.642497; 81.659726; 88.859
20200707_093749_907_0676.jpg; 81.653996; 4.613077; 88.646; 45.750; 8.556; -7.473; 4.643123; 81.659780; 88.646
20200707_093753_907_0677.jpg; 81.654094; 4.613004; 88.100; 38.077; 5.348; -0.561; 4.643095; 81.659886; 88.100
20200707_093757_907_0678.jpg; 81.654182; 4.613027; 88.250; 37.936; 9.982; 1.484; 4.643163; 81.659982; 88.250
20200707_093801_907_0679.jpg; 81.654206; 4.613315; 89.071; 39.089; 4.542; -0.685; 4.643495; 81.660015; 89.071
20200707_093805_907_0680.jpg; 81.654251; 4.613749; 90.063; 37.598; 6.533; -0.770; 4.643974; 81.660068; 90.063
20200707_093809_907_0681.jpg; 81.654304; 4.614070; 93.783; 38.298; 4.715; -0.883; 4.644340; 81.660130; 93.783
20200707_093813_907_0682.jpg; 81.654365; 4.614431; 93.451; 34.960; 4.046; 0.461; 4.644745; 81.660200; 93.451
20200707_093817_908_0683.jpg; 81.654428; 4.615198; 92.483; 39.666; 5.464; -0.684; 4.645558; 81.660272; 92.483
20200707_093821_907_0684.jpg; 81.654489; 4.616134; 93.281; 37.251; 5.766; -2.415; 4.646539; 81.660341; 93.281
20200707_093825_907_0685.jpg; 81.654590; 4.616780; 92.995; 30.091; 5.083; -0.597; 4.647229; 81.660450; 92.995
20200707_093829_907_0686.jpg; 81.654706; 4.617218; 92.883; 31.630; 6.747; 0.277; 4.647713; 81.660575; 92.883
20200707_093833_910_0687.jpg; 81.654790; 4.617705; 94.231; 37.572; 5.172; -1.736; 4.648245; 81.660668; 94.231
20200707_093837_907_0688.jpg; 81.654875; 4.618327; 94.798; 37.047; 4.707; -0.118; 4.648912; 81.660761; 94.798
20200707_093841_908_0689.jpg; 81.654967; 4.619203; 96.345; 37.286; 4.512; -1.853; 4.649832; 81.660862; 96.345
20200707_093845_907_0690.jpg; 81.655088; 4.620089; 96.798; 35.216; 4.721; 0.066; 4.650763; 81.660992; 96.798
20200707_093849_908_0691.jpg; 81.655221; 4.621026; 96.276; 33.161; 5.566; 0.056; 4.651745; 81.661133; 96.276
20200707_093853_907_0692.jpg; 81.655355; 4.622004; 96.249; 35.204; 5.706; 0.075; 4.652769; 81.661276; 96.249
20200707_093857_907_0693.jpg; 81.655485; 4.623017; 96.936; 33.712; 6.228; -0.169; 4.653826; 81.661414; 96.936
20200707_093901_908_0694.jpg; 81.655611; 4.624030; 98.428; 35.860; 5.519; 0.284; 4.654885; 81.661548; 98.428
20200707_093905_908_0695.jpg; 81.655740; 4.625052; 99.857; 35.208; 5.471; -0.485; 4.655952; 81.661686; 99.857
20200707_093909_908_0696.jpg; 81.655879; 4.626062; 101.720; 32.669; 5.749; -0.521; 4.657007; 81.661834; 101.720
20200707_093913_907_0697.jpg; 81.656032; 4.627052; 103.803; 34.068; 5.726; -0.066; 4.658042; 81.661995; 103.803
20200707_093917_908_0698.jpg; 81.656187; 4.628078; 103.341; 33.520; 5.937; 0.898; 4.659114; 81.662158; 103.341
